,dob,photo_taken,full_path,gender,age,pixels
30375,726636,2014,['45/28430145_1989-06-17_2014.jpg'],1.0,25,"tensor([ 21.,   7.,   7.,  ..., 200., 164.,  68.])"
30383,727602,2014,['52/28435452_1992-02-08_2014.jpg'],1.0,22,"tensor([133., 122.,  77.,  ..., 217., 213., 202.])"
30387,711636,1980,['83/28436583_1948-05-23_1980.jpg'],1.0,32,"tensor([ 68.,  51.,  44.,  ..., 225., 227., 239.])"
30388,704198,1952,['23/28437423_1928-01-11_1952.jpg'],,24,"tensor([255., 217., 165.,  ..., 250., 223., 178.])"
30390,722426,2013,['20/28438920_1977-12-07_2013.jpg'],1.0,36,"tensor([136., 133., 118.,  ..., 139.,  94.,  97.])"
30391,726187,2012,['11/2843911_1988-03-25_2012.jpg'],1.0,24,"tensor([197., 179., 165.,  ...,  32.,  24.,  13.])"
30401,725200,2014,['78/28443278_1985-07-12_2014.jpg'],0.0,29,"tensor([214., 221., 214.,  ...,  12.,  12.,  12.])"
30403,726641,2013,['98/28444198_1989-06-22_2013.jpg'],1.0,24,"tensor([107., 105.,  92.,  ..., 255., 255., 253.])"
30404,727384,2010,['30/2844430_1991-07-05_2010.jpg'],1.0,19,"tensor([212., 217., 239.,  ..., 153., 100.,  86.])"
30408,724776,2011,['38/2844938_1984-05-14_2011.jpg'],1.0,27,"tensor([32., 47., 78.,  ..., 50., 42., 29.])"
30416,729110,2013,['42/28454742_1996-03-26_2013.jpg'],0.0,17,"tensor([ 32.,  31.,  29.,  ..., 148., 144., 143.])"
30418,715310,2011,['49/28456749_1958-06-14_2011.jpg'],0.0,53,"tensor([139., 137., 112.,  ...,  40.,  44.,  21.])"
30420,720376,2006,['54/2845754_1972-04-27_2006.jpg'],1.0,34,"tensor([170.,  82.,  36.,  ...,  36.,  29.,  11.])"
30421,726931,2013,['97/28461097_1990-04-08_2013.jpg'],0.0,23,"tensor([  5.,   5.,   5.,  ..., 192., 178., 151.])"
30425,724167,2011,['99/28464499_1982-09-13_2011.jpg'],1.0,29,"tensor([47., 35., 21.,  ..., 39., 39., 47.])"
30429,722680,2012,['49/28468049_1978-08-18_2012.jpg'],1.0,34,"tensor([143., 143., 145.,  ..., 150.,  98.,  74.])"
30433,723732,2013,['07/2847207_1981-07-05_2013.jpg'],1.0,32,"tensor([167., 185., 197.,  ...,  12.,   8.,   5.])"
30437,726761,2010,['53/28476353_1989-10-20_2010.jpg'],0.0,21,"tensor([194., 194., 194.,  ..., 244., 225., 255.])"
30439,710408,2014,['55/2847655_1945-01-11_2014.jpg'],0.0,69,"tensor([69., 46., 32.,  ..., 58., 60., 72.])"
30449,706470,1993,['97/2848197_1934-04-01_1993.jpg'],1.0,59,"tensor([203., 184., 170.,  ..., 248., 239., 230.])"
30453,705574,2005,['18/28483518_1931-10-18_2005.jpg'],1.0,74,"tensor([ 71.,  51.,  27.,  ..., 204., 205., 207.])"
30455,704349,2009,['48/284848_1928-06-10_2009.jpg'],1.0,81,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
30456,722608,2013,['44/2848744_1978-06-07_2013.jpg'],1.0,35,"tensor([207., 221., 232.,  ...,   8., 190., 113.])"
30467,711043,2008,['72/3840072_1946-10-08_2008.jpg'],1.0,62,"tensor([17., 46., 62.,  ..., 43., 43., 43.])"
30470,720976,2010,['85/3840185_1973-12-18_2010.jpg'],1.0,37,"tensor([ 61.,  42.,  36.,  ..., 156., 144., 144.])"
30473,727756,2013,['46/38403146_1992-07-11_2013.jpg'],1.0,21,"tensor([153., 158., 152.,  ...,  43.,  55.,  71.])"
30475,726781,2013,['97/38404397_1989-11-09_2013.jpg'],1.0,24,"tensor([ 54.,  60.,  74.,  ..., 216., 208., 206.])"
30478,726980,2014,['56/38405256_1990-05-27_2014.jpg'],1.0,24,"tensor([193., 194., 189.,  ...,  44.,  42.,  43.])"
30479,727883,2012,['84/38405284_1992-11-15_2012.jpg'],1.0,20,"tensor([183., 100., 108.,  ..., 223.,   3.,   5.])"
30481,712750,1977,['72/38407072_1951-06-11_1977.jpg'],1.0,26,"tensor([253., 253., 253.,  ..., 185., 185., 185.])"
30482,727575,2012,['42/38407542_1992-01-12_2012.jpg'],1.0,20,"tensor([141., 128.,  96.,  ..., 169., 172., 189.])"
30484,729377,2009,['09/38408109_1996-12-18_2009.jpg'],0.0,13,"tensor([139., 151., 147.,  ..., 155., 121.,  49.])"
30485,718151,1987,['58/38408158_1966-03-25_1987.jpg'],1.0,21,"tensor([206., 206., 206.,  ...,  22.,  22.,  22.])"
30486,717703,1987,['06/38408306_1965-01-01_1987.jpg'],1.0,22,"tensor([ 47.,  47.,  47.,  ..., 192., 192., 192.])"
30488,723668,2015,['14/3840914_1981-05-02_2015.jpg'],1.0,34,"tensor([ 49.,  49.,  47.,  ..., 132., 155., 163.])"
30501,707265,1959,['78/384178_1936-06-04_1959.jpg'],0.0,23,"tensor([ 67.,  62.,  68.,  ..., 108., 103., 107.])"
30504,684965,1941,['90/38418690_1875-05-15_1941.jpg'],1.0,66,"tensor([183., 183., 183.,  ..., 206., 206., 206.])"
30509,718968,2013,['08/3842308_1968-06-19_2013.jpg'],1.0,45,"tensor([171., 175., 152.,  ...,  55.,  66.,  68.])"
30510,715982,2014,['94/38425494_1960-04-16_2014.jpg'],1.0,54,"tensor([159.,  34.,  52.,  ...,  38.,  36.,  41.])"
30511,727402,2014,['59/38426159_1991-07-23_2014.jpg'],1.0,23,"tensor([210., 226., 239.,  ..., 201., 202., 196.])"
30512,728891,2014,['03/38426303_1995-08-20_2014.jpg'],0.0,19,"tensor([ 26.,  31.,  35.,  ..., 154., 160., 158.])"
30514,704982,1960,['05/38427305_1930-03-05_1960.jpg'],1.0,30,"tensor([234., 234., 234.,  ...,  56.,  56.,  56.])"
30515,706591,1960,['75/38427475_1934-07-31_1960.jpg'],1.0,26,"tensor([152., 152., 152.,  ...,  89.,  89.,  89.])"
30522,724064,2013,['36/38433536_1982-06-02_2013.jpg'],1.0,31,"tensor([ 9., 10., 14.,  ...,  6.,  4.,  5.])"
30534,719533,2013,['90/3844290_1970-01-05_2013.jpg'],1.0,43,"tensor([168., 146., 158.,  ...,  95., 140., 243.])"
30537,725989,2012,['01/38447901_1987-09-09_2012.jpg'],0.0,25,"tensor([  4.,   1.,  18.,  ..., 220., 224., 227.])"
30539,728239,2013,['50/38450350_1993-11-06_2013.jpg'],,20,"tensor([ 42.,  53.,   0.,  ..., 240., 244., 255.])"
30542,702230,2004,['98/3845398_1922-08-22_2004.jpg'],0.0,82,"tensor([32.,  7., 11.,  ..., 43., 16., 31.])"
30548,723991,2014,['45/3845845_1982-03-21_2014.jpg'],1.0,32,"tensor([ 65.,  76.,  78.,  ..., 111., 219., 134.])"
30549,698764,1950,['48/3845848_1913-02-24_1950.jpg'],1.0,37,"tensor([249., 253., 254.,  ...,  53.,  53.,  55.])"
30550,727432,2013,['29/38458629_1991-08-22_2013.jpg'],0.0,22,"tensor([ 75.,  25.,   2.,  ..., 136.,  55.,   0.])"
30551,721144,2013,['84/3845884_1974-06-04_2013.jpg'],0.0,39,"tensor([170., 181., 183.,  ..., 203., 186., 196.])"
30552,712921,2012,['28/3845928_1951-11-29_2012.jpg'],0.0,61,"tensor([ 0.,  0.,  0.,  ..., 21., 25., 24.])"
30553,723706,2015,['59/38459_1981-06-09_2015.jpg'],0.0,34,"tensor([153., 122., 128.,  ...,   3.,  22.,  65.])"
30556,726843,2014,['49/38461449_1990-01-10_2014.jpg'],0.0,24,"tensor([ 21.,   8.,   0.,  ..., 178., 183., 177.])"
30558,715532,2009,['66/38463666_1959-01-22_2009.jpg'],0.0,50,"tensor([207., 210., 189.,  ...,  54.,  24.,  34.])"
30560,725117,2013,['35/38464135_1985-04-20_2013.jpg'],,28,"tensor([13., 34., 51.,  ..., 77., 63., 52.])"
30561,719753,2013,['12/38464412_1970-08-13_2013.jpg'],1.0,43,"tensor([63., 63., 65.,  ..., 83., 84., 79.])"
30562,715414,2013,['86/38465686_1958-09-26_2013.jpg'],1.0,55,"tensor([59., 57., 60.,  ..., 26., 26., 28.])"
30571,725356,2009,['87/38469987_1985-12-15_2009.jpg'],1.0,24,"tensor([ 17.,  19.,   5.,  ..., 173.,  22.,  29.])"
30572,728148,2013,['42/38470142_1993-08-07_2013.jpg'],1.0,20,"tensor([190., 190., 214.,  ...,  30.,  28.,  31.])"
30574,726615,2013,['09/38471309_1989-05-27_2013.jpg'],,24,"tensor([157.,  46.,  63.,  ..., 211., 140.,  98.])"
30578,725345,2013,['68/38473068_1985-12-04_2013.jpg'],0.0,28,"tensor([ 55.,  61.,  77.,  ..., 100.,  91.,  82.])"
30579,720651,2008,['31/3847331_1973-01-27_2008.jpg'],0.0,35,"tensor([ 63.,  76.,  82.,  ..., 170., 134., 134.])"
30582,728388,2012,['49/38476049_1994-04-04_2012.jpg'],0.0,18,"tensor([ 68.,  62.,  96.,  ...,  80.,  80., 114.])"
30583,721462,1989,['39/38476439_1975-04-18_1989.jpg'],0.0,14,"tensor([218., 218., 218.,  ...,  17.,  17.,  17.])"
30587,707170,1955,['68/38477168_1936-03-01_1955.jpg'],1.0,19,"tensor([225., 225., 225.,  ..., 214., 214., 214.])"
30588,707599,1964,['28/38477228_1937-05-04_1964.jpg'],1.0,27,"tensor([211., 211., 211.,  ...,  41.,  41.,  41.])"
30591,709567,1964,['88/38477588_1942-09-23_1964.jpg'],1.0,22,"tensor([229., 229., 229.,  ..., 120., 120., 120.])"
30592,727553,2013,['50/38478050_1991-12-21_2013.jpg'],1.0,22,"tensor([ 86.,  90.,  75.,  ..., 137., 147., 172.])"
30593,692533,1957,['07/38478107_1896-02-02_1957.jpg'],1.0,61,"tensor([ 45.,  36.,  31.,  ..., 202., 184., 170.])"
30594,709354,1964,['83/38478383_1942-02-22_1964.jpg'],0.0,22,"tensor([193., 193., 193.,  ..., 153., 153., 153.])"
30595,708959,1964,['27/38478427_1941-01-23_1964.jpg'],0.0,23,"tensor([155., 155., 155.,  ..., 176., 176., 176.])"
30597,712031,2007,['85/3847885_1949-06-22_2007.jpg'],1.0,58,"tensor([150., 149., 145.,  ..., 137., 127., 128.])"
30599,725485,2006,['38/38479138_1986-04-23_2006.jpg'],0.0,20,"tensor([128.,  56.,  41.,  ...,   9.,   9.,   9.])"
30600,713578,2007,['62/38479362_1953-09-16_2007.jpg'],1.0,54,"tensor([127., 114.,  82.,  ...,  21.,  23.,  38.])"
30602,727287,2015,['33/38480233_1991-03-30_2015.jpg'],,24,"tensor([ 86., 104., 118.,  ...,  18.,  34.,  67.])"
30604,709193,1961,['39/38480639_1941-09-14_1961.jpg'],0.0,20,"tensor([187., 187., 187.,  ..., 179., 179., 179.])"
30611,717430,2007,['44/384844_1964-04-03_2007.jpg'],1.0,43,"tensor([ 8., 10.,  7.,  ..., 16., 26., 36.])"
30615,707801,1960,['15/38485215_1937-11-22_1960.jpg'],1.0,23,"tensor([241., 241., 241.,  ..., 241., 241., 241.])"
30616,711201,1964,['83/38486283_1947-03-15_1964.jpg'],0.0,17,"tensor([ 41.,  41.,  41.,  ..., 195., 195., 195.])"
30617,707672,1962,['12/38486712_1937-07-16_1962.jpg'],1.0,25,"tensor([ 58.,  58.,  58.,  ..., 177., 177., 177.])"
30622,721502,2012,['17/38489017_1975-05-28_2012.jpg'],1.0,37,"tensor([216., 223., 231.,  ..., 200., 204., 189.])"
30630,725677,2015,['79/38494679_1986-11-01_2015.jpg'],0.0,29,"tensor([ 55.,  35.,  26.,  ...,  29., 138., 171.])"
30631,727685,2013,['34/38494734_1992-05-01_2013.jpg'],1.0,21,"tensor([167., 169., 168.,  ..., 237.,  52.,  94.])"
30632,711660,1968,['55/38494855_1948-06-16_1968.jpg'],1.0,20,"tensor([209., 209., 209.,  ..., 204., 204., 204.])"
30637,713043,1968,['91/38495591_1952-03-30_1968.jpg'],0.0,16,"tensor([153., 153., 153.,  ..., 155., 155., 155.])"
30639,689912,1946,['87/38497487_1888-11-29_1946.jpg'],1.0,58,"tensor([174., 174., 174.,  ...,  23.,  23.,  23.])"
30641,704474,1970,['70/38497770_1928-10-13_1970.jpg'],1.0,42,"tensor([122., 122., 122.,  ..., 112., 112., 112.])"
30644,715049,2011,['42/38499142_1957-09-26_2011.jpg'],1.0,54,"tensor([  2.,   2.,   2.,  ..., 211., 208., 203.])"
30645,716125,2002,['58/38499858_1960-09-06_2002.jpg'],1.0,42,"tensor([227., 226., 196.,  ...,   8.,   8.,   6.])"
30646,720796,2010,['66/484066_1973-06-21_2010.jpg'],0.0,37,"tensor([19., 20., 66.,  ..., 86., 66., 67.])"
30648,715001,2013,['01/484101_1957-08-09_2013.jpg'],0.0,56,"tensor([129., 115., 106.,  ..., 161., 171., 170.])"
30649,719867,2012,['31/4841231_1970-12-05_2012.jpg'],1.0,42,"tensor([  8.,  13.,  16.,  ..., 247., 246., 251.])"
30650,722191,2014,['72/484172_1977-04-16_2014.jpg'],1.0,37,"tensor([ 18.,  38.,  37.,  ..., 204., 225., 230.])"
30652,723733,2013,['84/4842884_1981-07-06_2013.jpg'],1.0,32,"tensor([253., 253., 255.,  ...,  35.,  34.,  40.])"
30657,724078,2008,['72/4847972_1982-06-16_2008.jpg'],0.0,26,"tensor([227., 233., 229.,  ...,  28.,  22.,  24.])"
30658,710927,2015,['72/4848272_1946-06-14_2015.jpg'],1.0,69,"tensor([ 65.,  70., 128.,  ...,  61.,  65.,  77.])"
30660,711758,2010,['48/4849048_1948-09-22_2010.jpg'],1.0,62,"tensor([222., 221., 219.,  ...,   9.,  13.,  22.])"
30661,723403,2011,['15/5840115_1980-08-10_2011.jpg'],1.0,31,"tensor([147.,  94.,  52.,  ...,  94., 102., 105.])"
30663,720400,2013,['28/5841028_1972-05-21_2013.jpg'],1.0,41,"tensor([ 4.,  0.,  0.,  ..., 15., 11., 12.])"
30664,724435,2007,['72/5841372_1983-06-08_2007.jpg'],1.0,24,"tensor([121.,  41.,  42.,  ...,  27.,  28.,  14.])"
30665,724517,2014,['17/5841717_1983-08-29_2014.jpg'],1.0,31,"tensor([ 35.,  17.,  31.,  ...,  10.,  21., 147.])"
30666,725081,2012,['25/5841825_1985-03-15_2012.jpg'],1.0,27,"tensor([107., 123.,  58.,  ..., 208., 212., 136.])"
30667,715498,1984,['17/5842117_1958-12-19_1984.jpg'],1.0,26,"tensor([178., 178., 178.,  ..., 235., 237., 236.])"
30668,704921,1990,['18/584218_1930-01-03_1990.jpg'],1.0,60,"tensor([39., 39., 39.,  ..., 12., 12., 12.])"
30671,706725,2007,['21/5843621_1934-12-12_2007.jpg'],1.0,73,"tensor([166., 185., 189.,  ...,  84.,  68.,  53.])"
30673,724568,2008,['34/5844034_1983-10-19_2008.jpg'],1.0,25,"tensor([109.,   9.,  11.,  ...,  40.,  48.,  51.])"
30675,719020,2012,['81/584481_1968-08-10_2012.jpg'],1.0,44,"tensor([166., 135., 114.,  ...,  70.,  59.,  99.])"
30677,725729,2014,['80/5845080_1986-12-23_2014.jpg'],1.0,28,"tensor([ 76.,  66.,  57.,  ..., 174., 188., 199.])"
30678,725712,2012,['14/5845314_1986-12-06_2012.jpg'],1.0,26,"tensor([187., 168., 172.,  ...,   0.,   1.,   5.])"
30679,724785,2015,['38/5845638_1984-05-23_2015.jpg'],1.0,31,"tensor([105., 119., 216.,  ...,  15.,  86.,  54.])"
30680,701636,1940,['05/5845705_1921-01-05_1940.jpg'],1.0,19,"tensor([151., 151., 151.,  ...,  13.,  13.,  13.])"
30687,714263,1977,['32/5848132_1955-08-02_1977.jpg'],1.0,22,"tensor([209., 207., 208.,  ..., 230., 231., 236.])"
30688,713817,2009,['49/584849_1954-05-13_2009.jpg'],1.0,55,"tensor([ 3.,  3.,  3.,  ..., 10., 10., 12.])"
30689,716816,2013,['45/584945_1962-07-29_2013.jpg'],1.0,51,"tensor([ 17.,  13.,  12.,  ..., 127.,  59.,  36.])"
30691,716571,2015,['53/684053_1961-11-26_2015.jpg'],0.0,54,"tensor([189., 189., 189.,  ...,  84.,  66.,  56.])"
30692,724307,2009,['67/6841667_1983-01-31_2009.jpg'],1.0,26,"tensor([ 88., 127.,  72.,  ..., 182., 206., 210.])"
30697,706500,2002,['68/684268_1934-05-01_2002.jpg'],1.0,68,"tensor([ 8.,  8.,  8.,  ..., 24., 24., 24.])"
30699,727767,2013,['07/6844407_1992-07-22_2013.jpg'],0.0,21,"tensor([ 75.,  45.,  21.,  ..., 255., 203., 177.])"
30701,723267,2011,['84/6845484_1980-03-27_2011.jpg'],1.0,31,"tensor([28., 35., 19.,  ..., 23., 20., 39.])"
30704,718826,2013,['24/684624_1968-01-29_2013.jpg'],1.0,45,"tensor([33., 37., 49.,  ..., 29., 32., 39.])"
30705,708350,1977,['69/684769_1939-05-25_1977.jpg'],0.0,38,"tensor([197., 197., 197.,  ..., 156., 156., 156.])"
30713,716784,2006,['00/784200_1962-06-27_2006.jpg'],1.0,44,"tensor([ 0.,  0.,  0.,  ..., 12., 13., 15.])"
30715,722089,2014,['22/784422_1977-01-04_2014.jpg'],1.0,37,"tensor([230., 222., 209.,  ..., 147., 139., 126.])"
30719,716515,2012,['25/7846725_1961-10-01_2012.jpg'],1.0,51,"tensor([30., 29., 37.,  ..., 45., 39., 39.])"
30720,703585,2003,['68/78468_1926-05-08_2003.jpg'],1.0,77,"tensor([181., 164., 138.,  ..., 159., 103.,  46.])"
30723,725342,2011,['50/7847250_1985-12-01_2011.jpg'],1.0,26,"tensor([30., 26., 27.,  ..., 41., 42., 46.])"
30730,699416,1980,['63/7848263_1914-12-08_1980.jpg'],1.0,66,"tensor([223., 223., 223.,  ...,  87.,  87.,  87.])"
30734,700448,1976,['34/784934_1917-10-05_1976.jpg'],1.0,59,"tensor([149., 149., 149.,  ..., 183., 183., 183.])"
30735,724902,2006,['42/8840142_1984-09-17_2006.jpg'],1.0,22,"tensor([254., 145., 125.,  ..., 142., 110.,  87.])"
30738,720760,2007,['91/8841791_1973-05-16_2007.jpg'],1.0,34,"tensor([250., 251., 246.,  ...,  71.,  56.,  89.])"
30745,702159,1970,['29/8845529_1922-06-12_1970.jpg'],1.0,48,"tensor([174.,  67.,  33.,  ..., 238., 206., 155.])"
30748,725606,2013,['25/8847725_1986-08-22_2013.jpg'],1.0,27,"tensor([193., 196., 201.,  ...,  40.,  38.,  51.])"
30753,691254,1955,['92/88492_1892-08-02_1955.jpg'],1.0,63,"tensor([252., 252., 252.,  ...,  39.,  39.,  39.])"
30754,720784,2010,['39/884939_1973-06-09_2010.jpg'],1.0,37,"tensor([ 71.,   0.,  10.,  ..., 255., 222., 203.])"
30760,704416,1962,['07/9840407_1928-08-16_1962.jpg'],1.0,34,"tensor([197., 196., 165.,  ..., 205., 198., 172.])"
30761,703834,1979,['96/984096_1927-01-12_1979.jpg'],1.0,52,"tensor([ 90.,  72.,  70.,  ..., 101.,  89.,  89.])"
30762,705349,1979,['20/984120_1931-03-07_1979.jpg'],1.0,48,"tensor([140.,  95.,  62.,  ..., 128., 125., 136.])"
30763,692875,1945,['98/9841898_1897-01-09_1945.jpg'],1.0,48,"tensor([ 97.,  97.,  97.,  ..., 192., 192., 192.])"
30765,719862,2010,['05/9842705_1970-11-30_2010.jpg'],0.0,40,"tensor([179., 184., 162.,  ..., 246., 244., 231.])"
30779,725043,2012,['42/19402542_1985-02-05_2012.jpg'],1.0,27,"tensor([195., 196., 178.,  ...,  66.,  70.,  45.])"
30785,718578,2012,['97/194097_1967-05-26_2012.jpg'],1.0,45,"tensor([ 50.,  52.,  31.,  ..., 165., 170., 173.])"
30787,708166,1992,['20/1941320_1938-11-22_1992.jpg'],1.0,54,"tensor([85., 48., 42.,  ..., 27., 23., 37.])"
30789,704676,1953,['42/19415642_1929-05-03_1953.jpg'],1.0,24,"tensor([ 94., 139.,  56.,  ..., 131., 125., 111.])"
30792,714179,2013,['49/1941749_1955-05-10_2013.jpg'],1.0,58,"tensor([131.,  71.,  37.,  ...,  15.,  15.,  13.])"
30793,717406,2012,['13/1941813_1964-03-10_2012.jpg'],1.0,48,"tensor([81., 60., 41.,  ..., 87., 69., 47.])"
30803,723733,2008,['84/19432584_1981-07-06_2008.jpg'],0.0,27,"tensor([ 39.,  54.,  15.,  ..., 158., 111.,  67.])"
30808,729228,2013,['25/19435825_1996-07-22_2013.jpg'],0.0,17,"tensor([  4.,   4.,   4.,  ..., 198., 154., 143.])"
30809,723275,2013,['54/19436654_1980-04-04_2013.jpg'],0.0,33,"tensor([ 8.,  9.,  4.,  ..., 38., 28., 26.])"
30812,725397,2012,['52/19438852_1986-01-25_2012.jpg'],1.0,26,"tensor([ 78., 104.,  79.,  ...,  69.,  71.,  94.])"
30813,722963,2007,['02/1943902_1979-05-28_2007.jpg'],1.0,28,"tensor([119., 158., 165.,  ...,  54.,  58.,  59.])"
30816,707628,1960,['05/1944005_1937-06-02_1960.jpg'],1.0,23,"tensor([173., 163., 161.,  ..., 223., 213., 211.])"
30820,723111,2006,['51/1944351_1979-10-23_2006.jpg'],1.0,27,"tensor([255., 255., 255.,  ...,  90.,  73.,  47.])"
30823,727163,2012,['71/19444571_1990-11-26_2012.jpg'],1.0,22,"tensor([132., 123., 114.,  ..., 227., 230., 239.])"
30824,721728,2008,['23/1944523_1976-01-09_2008.jpg'],1.0,32,"tensor([255., 255., 255.,  ..., 191., 124., 157.])"
30831,727331,2013,['49/19446549_1991-05-13_2013.jpg'],1.0,22,"tensor([ 47.,  43.,  32.,  ..., 213., 212., 217.])"
30835,722086,2015,['56/1944856_1977-01-01_2015.jpg'],1.0,38,"tensor([ 79.,  65., 144.,  ...,   6.,  13., 119.])"
30837,712280,2007,['35/1944935_1950-02-26_2007.jpg'],1.0,57,"tensor([  8.,  10.,   7.,  ..., 248., 254., 252.])"
30839,713555,2010,['24/1945024_1953-08-24_2010.jpg'],1.0,57,"tensor([214., 233., 247.,  ...,  43.,  54.,  72.])"
30842,724817,2009,['94/19451694_1984-06-24_2009.jpg'],1.0,25,"tensor([ 95., 172., 154.,  ...,   0., 110., 247.])"
30846,725813,2012,['93/19453593_1987-03-17_2012.jpg'],1.0,25,"tensor([232., 236., 239.,  ..., 190., 151.,  58.])"
30847,712110,2008,['36/194536_1949-09-09_2008.jpg'],1.0,59,"tensor([140., 139., 137.,  ..., 100.,  83.,  57.])"
30850,721556,2011,['53/1945753_1975-07-21_2011.jpg'],1.0,36,"tensor([185., 166., 123.,  ..., 209., 225., 241.])"
30851,725132,2009,['25/19458725_1985-05-05_2009.jpg'],1.0,24,"tensor([ 58.,  76.,  38.,  ...,  58.,  59., 105.])"
30854,726040,2013,['22/19461622_1987-10-30_2013.jpg'],0.0,26,"tensor([110.,  71.,  32.,  ..., 157., 148., 117.])"
30857,724516,2011,['33/19463433_1983-08-28_2011.jpg'],1.0,28,"tensor([ 69.,  72.,  65.,  ..., 133., 138., 141.])"
30865,701651,1943,['44/19470344_1921-01-20_1943.jpg'],0.0,22,"tensor([231., 220.,  70.,  ..., 242., 235., 229.])"
30866,716026,2009,['99/19470399_1960-05-30_2009.jpg'],1.0,49,"tensor([194., 202., 187.,  ..., 182.,  67.,  48.])"
30868,702848,1970,['81/1947381_1924-05-01_1970.jpg'],1.0,46,"tensor([193., 193., 193.,  ..., 124., 124., 124.])"
30872,721509,2012,['85/19475385_1975-06-04_2012.jpg'],1.0,37,"tensor([46., 47., 42.,  ..., 94., 55., 38.])"
30875,696246,1955,['10/1947810_1906-04-04_1955.jpg'],1.0,49,"tensor([119., 119., 119.,  ...,  53.,  53.,  53.])"
30877,718616,2012,['09/19479909_1967-07-03_2012.jpg'],1.0,45,"tensor([ 20.,   5.,   8.,  ..., 216., 217., 238.])"
30881,723661,2008,['15/194815_1981-04-25_2008.jpg'],0.0,27,"tensor([215., 203., 179.,  ..., 118., 111., 127.])"
30882,719451,2014,['69/1948469_1969-10-15_2014.jpg'],1.0,45,"tensor([191., 198., 190.,  ..., 108.,  64.,  25.])"
30887,724560,2015,['92/19487892_1983-10-11_2015.jpg'],1.0,32,"tensor([127., 120., 104.,  ..., 125.,  81.,  42.])"
30888,718697,2012,['82/1948982_1967-09-22_2012.jpg'],1.0,45,"tensor([241., 242., 244.,  ...,  44.,  52.,  63.])"
30890,711285,1975,['72/1949072_1947-06-07_1975.jpg'],1.0,28,"tensor([206., 206., 198.,  ..., 212., 213., 207.])"
30893,718850,2008,['69/1949369_1968-02-22_2008.jpg'],0.0,40,"tensor([254., 254., 254.,  ...,  61.,  10.,  15.])"
30894,720646,2005,['83/1949483_1973-01-22_2005.jpg'],1.0,32,"tensor([12.,  8.,  5.,  ..., 12.,  8.,  5.])"
30895,718036,2009,['16/1949516_1965-11-30_2009.jpg'],1.0,44,"tensor([97., 68., 52.,  ..., 41., 38., 31.])"
30896,715608,2011,['86/19495286_1959-04-08_2011.jpg'],0.0,52,"tensor([173.,  91., 103.,  ..., 168., 177., 182.])"
30912,720176,2014,['08/29401408_1971-10-10_2014.jpg'],1.0,43,"tensor([224., 255., 255.,  ...,  32.,  27.,  24.])"
30916,705433,1960,['90/29406090_1931-05-30_1960.jpg'],0.0,29,"tensor([ 20.,  20.,  20.,  ..., 248., 248., 248.])"
30918,726602,2013,['19/29406819_1989-05-14_2013.jpg'],1.0,24,"tensor([147., 119.,  97.,  ..., 121.,  94.,  65.])"
30923,727620,2010,['95/29409395_1992-02-26_2010.jpg'],0.0,18,"tensor([112., 131., 111.,  ..., 184., 186., 207.])"
30924,727469,2012,['91/29410191_1991-09-28_2012.jpg'],1.0,21,"tensor([ 82., 127.,  36.,  ..., 129., 221., 136.])"
30927,726708,2013,['66/29411766_1989-08-28_2013.jpg'],0.0,24,"tensor([117.,  96.,  33.,  ..., 118.,  88.,  62.])"
30930,726229,2011,['74/29413074_1988-05-06_2011.jpg'],1.0,23,"tensor([120., 141., 146.,  ..., 191., 188., 219.])"
30943,724408,2014,['74/29424274_1983-05-12_2014.jpg'],1.0,31,"tensor([131.,  16.,  21.,  ...,  95.,  50.,  29.])"
30945,719120,2011,['60/294260_1968-11-18_2011.jpg'],1.0,43,"tensor([143., 133., 106.,  ..., 154., 157., 166.])"
30950,708048,1987,['64/29429264_1938-07-27_1987.jpg'],1.0,49,"tensor([27., 40., 56.,  ..., 51., 66., 89.])"
30951,707692,1983,['06/294306_1937-08-05_1983.jpg'],1.0,46,"tensor([50., 53., 46.,  ..., 54., 57., 50.])"
30952,725394,2012,['84/29430984_1986-01-22_2012.jpg'],1.0,26,"tensor([121.,  23.,  12.,  ...,  31.,  18.,  10.])"
30953,727832,2012,['11/29434211_1992-09-25_2012.jpg'],1.0,20,"tensor([111., 106., 100.,  ..., 137., 130., 114.])"
30961,723613,2010,['18/2944618_1981-03-08_2010.jpg'],1.0,29,"tensor([86., 90., 76.,  ..., 82., 83., 77.])"
30968,695908,1946,['15/2945215_1905-05-01_1946.jpg'],0.0,41,"tensor([114., 114., 114.,  ...,  27.,  27.,  27.])"
30970,717544,2013,['55/29455_1964-07-26_2013.jpg'],0.0,49,"tensor([254., 137., 156.,  ..., 253., 255., 254.])"
30973,727318,2011,['23/29457423_1991-04-30_2011.jpg'],1.0,20,"tensor([ 93.,  94.,  86.,  ...,  58., 107.,  60.])"
